id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,pass_switch,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,off_camera,counterpress,block_deflection,pass_deflected,foul_won_defensive,out,pass_cross,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_through_ball,pass_technique_id,pass_technique_name,duel_type_id,duel_type_name,pass_aerial_won,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,clearance_right_foot,ball_recovery_recovery_failure,goalkeeper_end_location,pass_inswinging,clearance_left_foot,clearance_aerial_won,foul_committed_type_id,foul_committed_type_name,shot_first_time,foul_committed_penalty,foul_won_penalty,dribble_nutmeg,dribble_overrun,clearance_other,pass_goal_assist,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,50_50_outcome_id,50_50_outcome_name,foul_committed_card_id,foul_committed_card_name,ball_recovery_offensive,shot_one_on_one,pass_outswinging,shot_aerial_won,foul_committed_advantage,foul_won_advantage,block_offensive,foul_committed_offensive,bad_behaviour_card_id,bad_behaviour_card_name
0584ee21-e3dd-4d9f-95a0-5b5e84be25c3,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,779,Argentina,1,Regular Play,779,Argentina,433.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b32679f8-942e-4122-96a2-015caf75e628,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,779,Argentina,1,Regular Play,771,France,4231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954f6855-de22-46a2-8d09-6fe94eec2b9b,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,779,Argentina,1,Regular Play,771,France,,['6404a8e8-afaf-489d-b65e-173a237ffed5'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6404a8e8-afaf-489d-b65e-173a237ffed5,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,779,Argentina,1,Regular Play,779,Argentina,,['954f6855-de22-46a2-8d09-6fe94eec2b9b'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f651a6c4-55e3-4e0f-a178-59414ba83d6a,5,1,00:00:00.578,0,0,2,0.975702,30,Pass,771,France,9,From Kick Off,771,France,,['97b5dc82-547a-4f93-a632-a2a8daf5ac98'],"[61.0, 40.1]",5487.0,Antoine Griezmann,19.0,Center Attacking Midfield,10481.0,Aurélien Djani Tchouaméni,13.364505,2.907503,1.0,Ground Pass,"[48.0, 43.2]",65.0,Kick Off,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97b5dc82-547a-4f93-a632-a2a8daf5ac98,6,1,00:00:01.554,0,1,2,,42,Ball Receipt*,771,France,9,From Kick Off,771,France,,['f651a6c4-55e3-4e0f-a178-59414ba83d6a'],"[48.0, 43.2]",10481.0,Aurélien Djani Tchouaméni,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9707e590-1d55-4d25-a50f-475019356152,7,1,00:00:01.554,0,1,2,1.170175,43,Carry,771,France,9,From Kick Off,771,France,,"['97b5dc82-547a-4f93-a632-a2a8daf5ac98', 'a5956ecc-d637-44d2-8705-e2079e12013e']","[48.0, 43.2]",10481.0,Aurélien Djani Tchouaméni,9.0,Right Defensive Midfield,,,,,,,,,,,,"[49.7, 43.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5956ecc-d637-44d2-8705-e2079e12013e,8,1,00:00:02.724,0,2,2,4.179173,30,Pass,771,France,9,From Kick Off,771,France,,['810629a9-ac49-494a-b859-89ef3ff36c57'],"[49.7, 43.6]",10481.0,Aurélien Djani Tchouaméni,9.0,Right Defensive Midfield,3604.0,Olivier Giroud,62.37732,-0.7343640,3.0,High Pass,"[96.0, 1.8]",,,40.0,Right Foot,,True,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810629a9-ac49-494a-b859-89ef3ff36c57,9,1,00:00:06.903,0,6,2,,42,Ball Receipt*,771,France,9,From Kick Off,771,France,,['a5956ecc-d637-44d2-8705-e2079e12013e'],"[92.7, 11.7]",3604.0,Olivier Giroud,23.0,Center Forward,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ba6dfab-49f0-4225-bbb6-8b1e27bc729a,10,1,00:00:16.423,0,16,3,1.123351,30,Pass,779,Argentina,4,From Throw In,779,Argentina,,['2be9a9f2-84ab-4935-8fb2-bd497202fa2f'],"[22.7, 80.0]",29201.0,Nahuel Molina Lucero,2.0,Right Back,7797.0,Rodrigo Javier De Paul,14.139661,-0.3463540,2.0,Low Pass,"[36.0, 75.2]",67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54bd94ec-86b7-4428-b71b-286c1e080b9f,11,1,00:00:17.350,0,17,3,1.533107,17,Pressure,779,Argentina,4,From Throw In,771,France,,"['2be9a9f2-84ab-4935-8fb2-bd497202fa2f', 'a511000a-bb39-4888-80e5-d81cabf8819e']","[84.5, 8.5]",3026.0,Adrien Rabiot,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2be9a9f2-84ab-4935-8fb2-bd497202fa2f,12,1,00:00:17.546,0,17,3,,42,Ball Receipt*,779,Argentina,4,From Throw In,779,Argentina,,"['54bd94ec-86b7-4428-b71b-286c1e080b9f', '5ba6dfab-49f0-4225-bbb6-8b1e27bc729a']","[36.0, 75.2]",7797.0,Rodrigo Javier De Paul,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a511000a-bb39-4888-80e5-d81cabf8819e,13,1,00:00:17.546,0,17,3,1.458978,43,Carry,779,Argentina,4,From Throw In,779,Argentina,,"['2be9a9f2-84ab-4935-8fb2-bd497202fa2f', '54bd94ec-86b7-4428-b71b-286c1e080b9f', '6cb6421d-f26c-4193-95c5-fa22b7c69247', '8932a9c2-693a-4dde-afad-5115c7237e87']","[36.0, 75.2]",7797.0,Rodrigo Javier De Paul,13.0,Right Center Midfield,,,,,,,,,,,,"[35.4, 75.4]",,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8932a9c2-693a-4dde-afad-5115c7237e87,14,1,00:00:19.005,0,19,3,0.0,22,Foul Committed,779,Argentina,4,From Throw In,771,France,,"['6cb6421d-f26c-4193-95c5-fa22b7c69247', 'a511000a-bb39-4888-80e5-d81cabf8819e']","[84.7, 4.7]",3026.0,Adrien Rabiot,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6cb6421d-f26c-4193-95c5-fa22b7c69247,15,1,00:00:19.005,0,19,3,0.0,21,Foul Won,779,Argentina,4,From Throw In,779,Argentina,,['8932a9c2-693a-4dde-afad-5115c7237e87'],"[35.4, 75.4]",7797.0,Rodrigo Javier De Paul,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27829865-a43c-4c50-b545-b09e8a965e16,16,1,00:00:31.843,0,31,4,1.660349,30,Pass,779,Argentina,3,From Free Kick,779,Argentina,,['22dde0b6-5149-411e-a910-68f6aa5b7523'],"[41.1, 73.9]",7797.0,Rodrigo Javier De Paul,13.0,Right Center Midfield,20572.0,Cristian Gabriel Romero,21.062288,-2.5865160,1.0,Ground Pass,"[23.2, 62.8]",62.0,Free Kick,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22dde0b6-5149-411e-a910-68f6aa5b7523,17,1,00:00:33.503,0,33,4,,42,Ball Receipt*,779,Argentina,3,From Free Kick,779,Argentina,,['27829865-a43c-4c50-b545-b09e8a965e16'],"[23.2, 62.8]",20572.0,Cristian Gabriel Romero,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55bc4eb3-a4c0-4f12-b8c5-c6057381360b,18,1,00:00:33.503,0,33,4,1.224406,43,Carry,779,Argentina,3,From Free Kick,779,Argentina,,"['22dde0b6-5149-411e-a910-68f6aa5b7523', '59420b0c-94cc-4fb8-86fb-e1105936f6eb']","[23.2, 62.8]",20572.0,Cristian Gabriel Romero,3.0,Right Center Back,,,,,,,,,,,,"[24.7, 59.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59420b0c-94cc-4fb8-86fb-e1105936f6eb,19,1,00:00:34.727,0,34,4,1.814283,30,Pass,779,Argentina,3,From Free Kick,779,Argentina,,['29f8db49-f71f-4177-9825-3e93697fa4ba'],"[24.7, 59.4]",20572.0,Cristian Gabriel Romero,3.0,Right Center Back,3090.0,Nicolás Hernán Otamendi,27.387589,-1.6879050,1.0,Ground Pass,"[21.5, 32.2]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29f8db49-f71f-4177-9825-3e93697fa4ba,20,1,00:00:36.542,0,36,4,,42,Ball Receipt*,779,Argentina,3,From Free Kick,779,Argentina,,['59420b0c-94cc-4fb8-86fb-e1105936f6eb'],"[21.5, 32.2]",3090.0,Nicolás Hernán Otamendi,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45e89cea-452a-423d-91c7-31750ef3dca5,21,1,00:00:36.542,0,36,4,2.685029,43,Carry,779,Argentina,3,From Free Kick,779,Argentina,,"['29f8db49-f71f-4177-9825-3e93697fa4ba', '71cb648d-11fe-4275-b838-cbcfc62bee04']","[21.5, 32.2]",3090.0,Nicolás Hernán Otamendi,5.0,Left Center Back,,,,,,,,,,,,"[24.0, 27.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71cb648d-11fe-4275-b838-cbcfc62bee04,22,1,00:00:39.227,0,39,4,1.121537,30,Pass,779,Argentina,3,From Free Kick,779,Argentina,,['a5d54bb6-ba44-46ac-bba2-9c3c5d354283'],"[24.0, 27.1]",3090.0,Nicolás Hernán Otamendi,5.0,Left Center Back,20572.0,Cristian Gabriel Romero,22.318827,1.6740320,1.0,Ground Pass,"[21.7, 49.3]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5d54bb6-ba44-46ac-bba2-9c3c5d354283,23,1,00:00:40.348,0,40,4,,42,Ball Receipt*,779,Argentina,3,From Free Kick,779,Argentina,,['71cb648d-11fe-4275-b838-cbcfc62bee04'],"[21.7, 49.3]",20572.0,Cristian Gabriel Romero,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42431b57-23ae-42bb-a0a7-c6b1c4c0cec0,24,1,00:00:40.348,0,40,4,2.936683,43,Carry,779,Argentina,3,From Free Kick,779,Argentina,,"['4fd86774-8f37-4ea2-b562-b1a43c5adedf', 'a5d54bb6-ba44-46ac-bba2-9c3c5d354283']","[21.7, 49.3]",20572.0,Cristian Gabriel Romero,3.0,Right Center Back,,,,,,,,,,,,"[22.1, 49.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4fd86774-8f37-4ea2-b562-b1a43c5adedf,25,1,00:00:43.285,0,43,4,1.586917,30,Pass,779,Argentina,3,From Free Kick,779,Argentina,,['b2e3ba63-98d2-4e2e-b456-3b9af203f6b2'],"[22.1, 49.8]",20572.0,Cristian Gabriel Romero,3.0,Right Center Back,3090.0,Nicolás Hernán Otamendi,22.58008,-1.4865520,1.0,Ground Pass,"[24.0, 27.3]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2e3ba63-98d2-4e2e-b456-3b9af203f6b2,26,1,00:00:44.872,0,44,4,,42,Ball Receipt*,779,Argentina,3,From Free Kick,779,Argentina,,['4fd86774-8f37-4ea2-b562-b1a43c5adedf'],"[24.0, 27.3]",3090.0,Nicolás Hernán Otamendi,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b31fbada-813c-4523-b528-0c585b756308,27,1,00:00:44.872,0,44,4,0.729416,43,Carry,779,Argentina,3,From Free Kick,779,Argentina,,"['4a4fd288-9139-4987-9c2a-3ab0e1793310', 'b2e3ba63-98d2-4e2e-b456-3b9af203f6b2']","[24.0, 27.3]",3090.0,Nicolás Hernán Otamendi,5.0,Left Center Back,,,,,,,,,,,,"[21.7, 24.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4a4fd288-9139-4987-9c2a-3ab0e1793310,28,1,00:00:45.601,0,45,4,1.328806,30,Pass,779,Argentina,3,From Free Kick,779,Argentina,,['f6c30bac-9533-4dd1-bff7-95900d699747'],"[21.7, 24.5]",3090.0,Nicolás Hernán Otamendi,5.0,Left Center Back,5507.0,Nicolás Alejandro Tagliafico,21.953815,-1.3457050,1.0,Ground Pass,"[26.6, 3.1]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34e4c829-064b-4e37-b02c-e997f114b25f,29,1,00:00:46.868,0,46,4,0.437584,17,Pressure,779,Argentina,3,From Free Kick,771,France,,"['b29ee2e5-444f-4a7a-9214-67dded65d069', 'f6c30bac-9533-4dd1-bff7-95900d699747']","[87.3, 73.5]",5477.0,Ousmane Dembélé,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f6c30bac-9533-4dd1-bff7-95900d699747,30,1,00:00:46.930,0,46,4,,42,Ball Receipt*,779,Argentina,3,From Free Kick,779,Argentina,,"['34e4c829-064b-4e37-b02c-e997f114b25f', '4a4fd288-9139-4987-9c2a-3ab0e1793310']","[26.6, 3.1]",5507.0,Nicolás Alejandro Tagliafico,6.0,Left Back,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b29ee2e5-444f-4a7a-9214-67dded65d069,31,1,00:00:46.930,0,46,4,0.668659,43,Carry,779,Argentina,3,From Free Kick,779,Argentina,,"['34e4c829-064b-4e37-b02c-e997f114b25f', 'bdf6b02c-1c04-4777-9617-bf73ececbf6c', 'f6c30bac-9533-4dd1-bff7-95900d699747']","[26.6, 3.1]",5507.0,Nicolás Alejandro Tagliafico,6.0,Left Back,,,,,,,,,,,,"[29.2, 2.5]",,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bdf6b02c-1c04-4777-9617-bf73ececbf6c,32,1,00:00:47.599,0,47,4,1.256802,30,Pass,779,Argentina,3,From Free Kick,779,Argentina,,['585421b8-3acc-4627-8b3c-74496fd20d1d'],"[29.2, 2.5]",5507.0,Nicolás Alejandro Tagliafico,6.0,Left Back,27886.0,Alexis Mac Allister,16.487875,0.10329000,1.0,Ground Pass,"[45.6, 4.2]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a907b58d-360e-485d-b5dd-f85e72b59e94,33,1,00:00:48.332,0,48,4,0.333605,17,Pressure,779,Argentina,3,From Free Kick,771,France,,,"[73.6, 73.5]",10481.0,Aurélien Djani Tchouaméni,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585421b8-3acc-4627-8b3c-74496fd20d1d,34,1,00:00:48.855,0,48,4,,42,Ball Receipt*,779,Argentina,3,From Free Kick,779,Argentina,,['bdf6b02c-1c04-4777-9617-bf73ececbf6c'],"[45.6, 4.2]",27886.0,Alexis Mac Allister,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3e9b42a-4087-4335-8cbd-b31f077d7782,35,1,00:00:48.855,0,48,4,0.349605,43,Carry,779,Argentina,3,From Free Kick,779,Argentina,,"['585421b8-3acc-4627-8b3c-74496fd20d1d', 'af7e1034-cf84-454b-bcad-7e8b8435d7b3', 'e1741082-3b80-48fa-b0e1-b979a3727cf1']","[45.6, 4.2]",27886.0,Alexis Mac Allister,15.0,Left Center Midfield,,,,,,,,,,,,"[45.0, 3.8]",,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af7e1034-cf84-454b-bcad-7e8b8435d7b3,36,1,00:00:49.205,0,49,4,0.0,22,Foul Committed,779,Argentina,3,From Free Kick,771,France,,"['a3e9b42a-4087-4335-8cbd-b31f077d7782', 'e1741082-3b80-48fa-b0e1-b979a3727cf1']","[75.1, 76.3]",10481.0,Aurélien Djani Tchouaméni,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1741082-3b80-48fa-b0e1-b979a3727cf1,37,1,00:00:49.205,0,49,4,0.0,21,Foul Won,779,Argentina,3,From Free Kick,779,Argentina,,['af7e1034-cf84-454b-bcad-7e8b8435d7b3'],"[45.0, 3.8]",27886.0,Alexis Mac Allister,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03ffd8af-1f1f-42b4-9c25-37d2a0c07981,38,1,00:01:01.290,1,1,5,2.139165,30,Pass,779,Argentina,3,From Free Kick,779,Argentina,,['93a49f81-734c-4bdd-abd3-36f587a3404d'],"[44.1, 3.8]",5507.0,Nicolás Alejandro Tagliafico,6.0,Left Back,3090.0,Nicolás Hernán Otamendi,24.667793,2.8070220,1.0,Ground Pass,"[20.8, 11.9]",62.0,Free Kick,38.0,Left Foot,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93a49f81-734c-4bdd-abd3-36f587a3404d,39,1,00:01:03.429,1,3,5,,42,Ball Receipt*,779,Argentina,3,From Free Kick,779,Argentina,,['03ffd8af-1f1f-42b4-9c25-37d2a0c07981'],"[20.8, 11.9]",3090.0,Nicolás Hernán Otamendi,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03684593-83f8-4faa-9039-721b694edad8,40,1,00:01:04.704,1,4,5,1.168952,30,Pass,779,Argentina,3,From Free Kick,779,Argentina,,['1eb5caf2-76a4-4284-aa93-b074cf3db421'],"[21.7, 17.7]",3090.0,Nicolás Hernán Otamendi,5.0,Left Center Back,20572.0,Cristian Gabriel Romero,15.727683,1.6983060,1.0,Ground Pass,"[19.7, 33.3]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1eb5caf2-76a4-4284-aa93-b074cf3db421,41,1,00:01:05.873,1,5,5,,42,Ball Receipt*,779,Argentina,3,From Free Kick,779,Argentina,,['03684593-83f8-4faa-9039-721b694edad8'],"[19.7, 33.3]",20572.0,Cristian Gabriel Romero,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8c1980c2-16c4-46f0-81cf-5322217ce9b9,42,1,00:01:05.873,1,5,5,6.16398,43,Carry,779,Argentina,3,From Free Kick,779,Argentina,,"['1eb5caf2-76a4-4284-aa93-b074cf3db421', 'b90345b4-bb59-44ab-a670-08eb54053252']","[19.7, 33.3]",20572.0,Cristian Gabriel Romero,3.0,Right Center Back,,,,,,,,,,,,"[30.9, 42.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b90345b4-bb59-44ab-a670-08eb54053252,43,1,00:01:12.037,1,12,5,1.707583,30,Pass,779,Argentina,3,From Free Kick,779,Argentina,,['bb111083-eda6-494b-bb41-4b433c488f09'],"[30.9, 42.5]",20572.0,Cristian Gabriel Romero,3.0,Right Center Back,3090.0,Nicolás Hernán Otamendi,20.12486,-1.7204230,1.0,Ground Pass,"[27.9, 22.6]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb111083-eda6-494b-bb41-4b433c488f09,44,1,00:01:13.745,1,13,5,,42,Ball Receipt*,779,Argentina,3,From Free Kick,779,Argentina,,['b90345b4-bb59-44ab-a670-08eb54053252'],"[27.9, 22.6]",3090.0,Nicolás Hernán Otamendi,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21f97c7f-8fda-4c23-8823-21f35556e35a,45,1,00:01:13.745,1,13,5,3.644817,43,Carry,779,Argentina,3,From Free Kick,779,Argentina,,"['7897d215-0dda-4db9-91d1-cc80e1a70920', 'bb111083-eda6-494b-bb41-4b433c488f09']","[27.9, 22.6]",3090.0,Nicolás Hernán Otamendi,5.0,Left Center Back,,,,,,,,,,,,"[29.8, 29.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7897d215-0dda-4db9-91d1-cc80e1a70920,46,1,00:01:17.390,1,17,5,1.638329,30,Pass,779,Argentina,3,From Free Kick,779,Argentina,,['f0a753c8-83a9-4dbd-a11c-f28d278a2ac1'],"[29.8, 29.2]",3090.0,Nicolás Hernán Otamendi,5.0,Left Center Back,20572.0,Cristian Gabriel Romero,16.933104,1.7369160,1.0,Ground Pass,"[27.0, 45.9]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0a753c8-83a9-4dbd-a11c-f28d278a2ac1,47,1,00:01:19.028,1,19,5,,42,Ball Receipt*,779,Argentina,3,From Free Kick,779,Argentina,,['7897d215-0dda-4db9-91d1-cc80e1a70920'],"[27.0, 45.9]",20572.0,Cristian Gabriel Romero,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
